iter	Passed	Remaining
1660	64013	5356
1661	64049	5318
1662	64087	5279
1663	64125	5241
1664	64166	5202
1665	64202	5163
1666	64239	5125
1667	64277	5086
1668	64313	5048
1669	64355	5009
1670	64395	4971
1671	64429	4932
1672	64467	4893
1673	64506	4855
1674	64545	4816
1675	64580	4778
1676	64615	4739
1677	64653	4700
1678	64692	4662
1679	64730	4623
1680	64773	4585
1681	64809	4546
1682	64849	4508
1683	64887	4469
1684	64926	4431
1685	64965	4392
1686	65003	4354
1687	65041	4315
1688	65080	4277
1689	65116	4238
1690	65153	4199
1691	65195	4161
1692	65234	4122
1693	65275	4084
1694	65315	4046
1695	65354	4007
1696	65398	3969
1697	65437	3930
1698	65472	3892
1699	65511	3853
1700	65550	3815
1701	65588	3776
1702	65625	3737
1703	65663	3699
1704	65706	3661
1705	65742	3622
1706	65779	3583
1707	65815	3545
1708	65857	3506
1709	65892	3468
1710	65930	3429
1711	65965	3390
1712	66003	3352
1713	66043	3313
1714	66084	3275
1715	66124	3236
1716	66162	3198
1717	66204	3159
1718	66242	3121
1719	66283	3082
1720	66324	3044
1721	66365	3006
1722	66402	2967
1723	66440	2928
1724	66480	2890
1725	66515	2851
1726	66557	2813
1727	66598	2774
1728	66637	2736
1729	66676	2697
1730	66713	2659
1731	66753	2620
1732	66789	2582
1733	66827	2543
1734	66868	2505
1735	66902	2466
1736	66941	2427
1737	66981	2389
1738	67021	2350
1739	67062	2312
1740	67101	2273
1741	67139	2235
1742	67177	2196
1743	67213	2158
1744	67253	2119
1745	67291	2081
1746	67327	2042
1747	67369	2004
1748	67406	1965
1749	67444	1926
1750	67481	1888
1751	67517	1849
1752	67551	1811
1753	67591	1772
1754	67631	1734
1755	67671	1695
1756	67707	1657
1757	67745	1618
1758	67785	1580
1759	67822	1541
1760	67859	1502
1761	67897	1464
1762	67933	1425
1763	67971	1387
1764	68012	1348
1765	68051	1310
1766	68092	1271
1767	68129	1233
1768	68165	1194
1769	68206	1156
1770	68245	1117
1771	68284	1078
1772	68324	1040
1773	68360	1001
1774	68399	963
1775	68436	924
1776	68474	886
1777	68518	847
1778	68557	809
1779	68596	770
1780	68641	732
1781	68689	693
1782	68731	655
1783	68774	616
1784	68815	578
1785	68855	539
1786	68891	501
1787	68931	462
1788	68969	424
1789	69006	385
1790	69046	346
1791	69083	308
1792	69120	269
1793	69157	231
1794	69194	192
1795	69235	154
1796	69276	115
1797	69317	77
1798	69354	38
1799	69388	0
