iter	RMSE
369	0.511046164
370	0.5109267574
371	0.5106612602
372	0.5105495876
373	0.5103216221
374	0.5102864205
375	0.5099861023
376	0.5098273765
377	0.5095842423
378	0.5094900012
379	0.509361555
380	0.5089142577
381	0.5087071878
382	0.5085305745
383	0.5082619847
384	0.5081542192
385	0.5080238105
386	0.5079179961
387	0.5078565907
388	0.5076960636
389	0.5075462885
390	0.5073723706
391	0.507301792
392	0.5072754208
393	0.5072450079
394	0.507181845
395	0.5070406935
396	0.5068622346
397	0.5067257775
398	0.5065777889
399	0.5062674464
400	0.5059309859
401	0.5058508198
402	0.505814129
403	0.5057516976
404	0.5056384448
405	0.5053915098
406	0.5050509952
407	0.5048443756
408	0.5044978465
409	0.5044763143
410	0.5041977769
411	0.5041856087
412	0.5040183898
413	0.503662759
414	0.5034702629
415	0.5032689657
416	0.5032398851
417	0.5031604349
418	0.5031237329
419	0.5028616071
420	0.5026077945
421	0.5024441252
422	0.5024118152
423	0.5023994555
424	0.5022582446
425	0.5020372126
426	0.5016183356
427	0.5014725351
428	0.5012883532
429	0.5011291265
430	0.5010018123
431	0.5008267138
432	0.5006348531
433	0.500433111
434	0.5001861636
435	0.5001065653
436	0.5000794424
437	0.4999753699
438	0.4998588036
439	0.4995599773
440	0.4992311783
441	0.4991957855
442	0.4991677414
443	0.4988662828
444	0.4987301519
445	0.4984339809
446	0.4982816464
447	0.4980144537
448	0.4979820329
449	0.4979046722
450	0.4977895893
451	0.4976032027
452	0.4975047782
453	0.4974663526
454	0.4971935275
455	0.4970113638
456	0.4968135255
457	0.4966416722
458	0.4965318954
459	0.4962834745
460	0.4962580332
461	0.4957996984
462	0.4957280074
463	0.4955136032
464	0.4955004554
465	0.4952994499
466	0.4949576152
467	0.4949139293
468	0.4947459941
469	0.4943802401
470	0.4942288011
471	0.4938294475
472	0.493644016
473	0.4934998481
474	0.4932777107
475	0.4929850229
476	0.4927834856
477	0.4925758189
478	0.4923658742
479	0.4922696293
480	0.4921382837
481	0.491879008
482	0.4915300327
483	0.4912056261
484	0.4907980483
485	0.4907787623
486	0.4906102439
487	0.4905898823
488	0.4903126999
489	0.4902038388
490	0.4899737863
491	0.4899023609
492	0.489835495
493	0.489532748
494	0.4891494057
495	0.4890572021
496	0.4890176137
497	0.4888513633
498	0.4887687693
499	0.4887595231
500	0.4885927256
501	0.488319709
502	0.4882056982
503	0.4879237298
504	0.4877019272
505	0.4876889687
506	0.4875903494
507	0.4873928538
508	0.4871303388
509	0.4869561371
510	0.4868220994
511	0.4865498852
512	0.4865113862
513	0.4861944893
514	0.486154567
515	0.4860745255
516	0.4860460597
517	0.485677246
518	0.485613573
519	0.4854728397
520	0.4853085803
521	0.4851205247
522	0.4850931719
523	0.4850443933
524	0.4849539457
525	0.4847355644
526	0.4847100856
527	0.4843841587
528	0.4840161524
529	0.4837880752
530	0.4836586014
531	0.4836028995
532	0.4835495852
533	0.4834288858
534	0.4832715703
535	0.4830906937
536	0.4829439912
537	0.4828578787
538	0.4824596726
539	0.4824199023
540	0.4823472934
541	0.482290455
542	0.4820973791
543	0.4820119701
544	0.4817757511
545	0.4816230314
546	0.4812703393
547	0.4812352384
548	0.4812101215
549	0.4810478564
550	0.481032355
551	0.4808884147
552	0.4807523097
553	0.4804561733
554	0.4804149589
555	0.4803871146
556	0.4801281316
557	0.4800659686
558	0.4800042064
559	0.4798466258
560	0.4795899285
561	0.4794195524
562	0.47915527
563	0.4790688401
564	0.4789361026
565	0.4787288625
566	0.4786388111
567	0.4782892473
568	0.4779616694
569	0.4779465307
570	0.4779184791
571	0.4778115909
572	0.4776970755
573	0.4775564242
574	0.4773129369
575	0.4770438798
576	0.4770249973
577	0.4768177526
578	0.476599787
579	0.4765566181
580	0.4763328824
581	0.4762122795
582	0.4761816599
583	0.4759851537
584	0.4759400277
585	0.4759153105
586	0.4758367265
587	0.475809406
588	0.4756565634
589	0.4753554821
590	0.475084867
591	0.4750268781
592	0.4749257116
593	0.4748761638
594	0.4747801989
595	0.4746132015
596	0.4744477266
597	0.4743778066
598	0.4743559666
599	0.4740754648
600	0.4740029109
601	0.4739206629
602	0.4736739831
603	0.4736299011
604	0.47348519
605	0.4732561599
606	0.473057467
607	0.4728210132
608	0.4725060066
609	0.4723752042
610	0.4723604574
611	0.4723367375
612	0.4720385473
613	0.471879536
614	0.471854753
615	0.4716574492
616	0.4716237366
617	0.4713498842
618	0.471287865
619	0.4712398256
620	0.470932415
621	0.4707275726
622	0.4706917219
623	0.4705725713
624	0.4703344598
625	0.4701031068
626	0.469776619
627	0.4696402316
628	0.469592516
629	0.4693816502
630	0.4689880801
631	0.4689541469
632	0.4688170399
633	0.4687394812
634	0.4685613005
635	0.4683467658
636	0.4681366459
637	0.4681261903
638	0.4678683285
639	0.4677363712
640	0.4676423636
641	0.4673611402
642	0.4672509195
643	0.467184523
644	0.4671557448
645	0.4670056901
646	0.4668993608
647	0.4667385893
648	0.4666489471
649	0.4665444386
650	0.4665030796
651	0.4661196321
652	0.4659394086
653	0.4656727152
654	0.4653410031
655	0.4651063013
656	0.4650393929
657	0.4646643329
658	0.4643730694
659	0.464122484
660	0.4639396797
661	0.4636135015
662	0.4634368521
663	0.4631798751
664	0.4630532187
665	0.4629508597
666	0.4628040672
667	0.4625344297
668	0.4624609177
669	0.4621681754
670	0.4620498014
671	0.4618656545
672	0.4616135519
673	0.4614279715
674	0.4610216671
675	0.4608067475
676	0.4604717401
677	0.4601452239
678	0.4600482386
679	0.4599813496
680	0.4599594892
681	0.4598212191
682	0.4597219319
683	0.4594961006
684	0.4592682523
685	0.4590421106
686	0.4590037541
687	0.4588704655
688	0.4585299462
689	0.4581879702
690	0.4579626264
691	0.4578774814
692	0.4576511096
693	0.4575171068
694	0.4574252362
695	0.4572936826
696	0.4570333858
697	0.4569605248
698	0.4569202126
699	0.4567524221
700	0.4565122453
701	0.4563279708
702	0.455777651
703	0.4555770864
704	0.4554005627
705	0.455228585
706	0.455037564
707	0.454911773
708	0.4547757458
709	0.4547321373
710	0.454574862
711	0.4544109231
712	0.4543928336
713	0.4541319191
714	0.4538875954
715	0.4537711564
716	0.4534715542
717	0.4532768635
718	0.4530953496
719	0.4530138941
720	0.4527711295
721	0.4526562874
722	0.4524353751
723	0.452404789
724	0.4520744382
725	0.4518797405
726	0.4517316745
727	0.4514236726
728	0.4512403384
729	0.4511780731
730	0.4510162491
731	0.4507484543
732	0.4504842134
733	0.4502570978
734	0.4500447463
735	0.4500136061
736	0.4498788527
737	0.4496802306
738	0.4494104912
739	0.4492849078
740	0.4490313514
741	0.4488718881
742	0.4486069048
743	0.4485894374
744	0.4483522912
745	0.4481826565
746	0.4479487483
747	0.4478483262
748	0.447642381
749	0.4475401844
750	0.4475268472
751	0.4472881949
752	0.4471009991
753	0.4469914156
754	0.4468666222
755	0.4467833178
756	0.4465816992
757	0.4463279637
758	0.4460229562
759	0.4458657885
760	0.4457997071
761	0.4457194454
762	0.4456860573
763	0.4454195562
764	0.4452347121
765	0.4448950731
766	0.4446334939
767	0.4444301856
768	0.4443137599
769	0.444080173
770	0.4439168871
771	0.443874194
772	0.4435717929
773	0.4433217272
774	0.4432708567
775	0.4430948064
776	0.4428517152
777	0.4428119738
778	0.4427105098
779	0.442542895
780	0.4423412985
781	0.4422562873
782	0.4419643103
783	0.44192091
784	0.4417568966
785	0.4416785695
786	0.4414589556
787	0.4414405037
788	0.4411777426
789	0.4410213655
790	0.4408384455
791	0.4405399131
792	0.4403758939
793	0.4401870888
794	0.4400524728
795	0.4397739864
796	0.4395326736
797	0.439318628
798	0.4393065887
799	0.4390155341
800	0.4389922139
801	0.4389608694
802	0.4389491606
803	0.438843449
804	0.438572664
805	0.4383143002
806	0.4382922625
807	0.4382606492
808	0.4380440533
809	0.4378818679
810	0.437662945
811	0.4374111682
812	0.437147981
813	0.4371159094
814	0.4370933105
815	0.4370014807
816	0.4367241803
817	0.4365199216
818	0.4362571084
819	0.436175926
820	0.4358392157
821	0.435734498
822	0.4355414366
823	0.4355003676
824	0.4352181937
825	0.4350722338
826	0.434920719
827	0.4348197326
828	0.4348095566
829	0.4345507403
830	0.4343359529
831	0.4342666803
832	0.4340362584
833	0.4337323681
834	0.433557005
835	0.433354365
836	0.433208473
837	0.4331591446
838	0.4331182759
839	0.432809196
840	0.432776886
841	0.4326876226
842	0.4324617339
843	0.432169599
844	0.432148501
845	0.4321293155
846	0.4320757125
847	0.4320064733
848	0.4317294866
849	0.4316049537
850	0.431589594
851	0.4315601492
852	0.4314071696
853	0.4313136664
854	0.4312648428
855	0.4310231396
856	0.4309125736
857	0.4307409524
858	0.4306226512
859	0.4305446906
860	0.4304326345
861	0.4302964993
862	0.4301693569
863	0.4300522865
864	0.429909007
865	0.429737278
866	0.4294261006
867	0.4292393685
868	0.4291583731
869	0.4291563647
870	0.4288851517
871	0.4286222764
872	0.4284880188
873	0.4282983952
874	0.4280661362
875	0.4278766145
876	0.4276696364
877	0.4276587103
878	0.4275506129
879	0.4273491747
880	0.4271834488
881	0.4269989426
882	0.4268036819
883	0.4267844106
884	0.4267222056
885	0.426601908
886	0.4264136343
887	0.426305766
888	0.4258140702
889	0.4256895753
890	0.4255471475
891	0.4254064695
892	0.425299993
893	0.4251962393
894	0.4250202614
895	0.4246866976
896	0.4245360238
897	0.424439007
898	0.4242991048
899	0.4241047111
900	0.4239679194
901	0.4238687233
902	0.4238513987
903	0.4237004979
904	0.4236446578
905	0.4236284073
906	0.4235948969
907	0.4234326181
908	0.4232565918
909	0.4230880611
910	0.4229347733
911	0.4227621476
912	0.422565455
913	0.4225470829
914	0.4223555935
915	0.422032542
916	0.4217705418
917	0.4217578381
918	0.4216072052
919	0.4213247042
920	0.4211519302
921	0.4210635584
922	0.4209495255
923	0.4208683592
924	0.4207759177
925	0.420766113
926	0.4206470183
927	0.4206322871
928	0.4204757493
929	0.4202874422
930	0.4200550059
931	0.420029309
932	0.419881828
933	0.4196571719
934	0.4194993564
935	0.4193017357
936	0.419126734
937	0.4190690307
938	0.4187842916
939	0.4186266196
940	0.4184525204
941	0.418439119
942	0.4183215661
943	0.4181814198
944	0.4180202031
945	0.4178480907
946	0.4177441849
947	0.4176040637
948	0.4175505374
949	0.4172507458
950	0.4172184646
951	0.4172002742
952	0.4169460941
953	0.4167764439
954	0.4165631651
955	0.4164006049
956	0.4163130503
957	0.4160491347
958	0.415909554
959	0.4157653742
960	0.4154924891
961	0.4153795739
962	0.4151689578
963	0.4150246629
964	0.4148341474
965	0.4147995431
966	0.4146381
967	0.4145186597
968	0.4142799127
969	0.4140779567
970	0.4136372206
971	0.4135042382
972	0.4133002329
973	0.4130547168
974	0.4129631241
975	0.4129135662
976	0.4127827599
977	0.4125079576
978	0.4123072255
979	0.4120559259
980	0.4120218296
981	0.4116921313
982	0.4116312542
983	0.4115083311
984	0.4113314425
985	0.411211349
986	0.4110443507
987	0.4108911642
988	0.4107711757
989	0.4107692932
990	0.4103950177
991	0.4101179129
992	0.4100347859
993	0.4099722432
994	0.4098521505
995	0.4097402713
996	0.409549815
997	0.4092973964
998	0.4091945192
999	0.4089215543
1000	0.4088528723
1001	0.4086174208
1002	0.4084375937
1003	0.4081838164
1004	0.4079786772
1005	0.4078720142
1006	0.407684642
1007	0.4074659789
1008	0.4074514921
1009	0.4073131394
1010	0.4071592271
1011	0.4071573637
1012	0.4069479779
1013	0.4067716981
1014	0.4067602172
1015	0.4066255607
1016	0.4065136809
1017	0.4064951519
1018	0.4062775818
1019	0.4060812072
1020	0.4059277085
1021	0.4057880199
1022	0.4055469574
1023	0.405538565
1024	0.4053694782
1025	0.4053559989
1026	0.4053500892
1027	0.4051864705
1028	0.4050404982
1029	0.4048329327
1030	0.404684378
1031	0.4046596462
1032	0.4045344417
1033	0.4043478665
1034	0.404246061
1035	0.404062904
1036	0.403970758
1037	0.4037606804
1038	0.4035418135
1039	0.4034100054
1040	0.4033980526
1041	0.4033724364
1042	0.4032011667
1043	0.4029680286
1044	0.4027782869
1045	0.4027725175
1046	0.4025944245
1047	0.4024827721
1048	0.4022225868
1049	0.4019456019
1050	0.4018907143
1051	0.4017772334
1052	0.4015932582
1053	0.4014145072
1054	0.401337376
1055	0.401143532
1056	0.4011410648
1057	0.4008868869
1058	0.4008638816
1059	0.4008404142
1060	0.4005727278
1061	0.4003684182
1062	0.4002115278
1063	0.4000895521
1064	0.3998776587
1065	0.3997336738
1066	0.3995002427
1067	0.3993931689
1068	0.3990927144
1069	0.3990443812
1070	0.3988691132
1071	0.398839332
1072	0.3986803817
1073	0.3986786102
1074	0.3986061906
1075	0.3984900831
1076	0.3983145655
1077	0.3982755793
1078	0.3981401079
1079	0.3979834587
1080	0.3978911075
1081	0.3978180752
1082	0.3975872367
1083	0.3975212438
1084	0.3972885169
1085	0.3971539454
1086	0.397058427
1087	0.3969027729
1088	0.3966776921
1089	0.3964771922
1090	0.3964593408
1091	0.396256178
1092	0.3961173954
1093	0.3958577519
1094	0.3957200074
1095	0.3955471028
1096	0.395457084
1097	0.3950619055
1098	0.3949980921
1099	0.3948869166
1100	0.3947395851
1101	0.3945375506
1102	0.3945168927
1103	0.3945001333
1104	0.3944851817
1105	0.3942689835
1106	0.394027278
1107	0.3938946099
1108	0.3937862628
1109	0.3935657056
1110	0.393331883
1111	0.3932766113
1112	0.393253474
1113	0.393073948
1114	0.3930571377
1115	0.3930456826
1116	0.3928679526
1117	0.3927342938
1118	0.3926588622
1119	0.3924899502
1120	0.3924599547
1121	0.3924533809
1122	0.3922249166
1123	0.3918784479
1124	0.3917181242
1125	0.3916210891
1126	0.3914105236
1127	0.3912515391
1128	0.3911388881
1129	0.390859375
1130	0.3908477104
1131	0.3905405886
1132	0.3903188825
1133	0.3901429624
1134	0.3900267198
1135	0.3898753929
1136	0.3896151818
1137	0.3895852092
1138	0.3894140442
1139	0.3893310435
1140	0.3892345756
1141	0.3891418539
1142	0.3891335049
1143	0.3890566247
1144	0.3888938992
1145	0.3887912748
1146	0.3887062392
1147	0.3885020457
1148	0.3883362826
1149	0.3882099755
1150	0.3881929014
1151	0.3880350741
1152	0.3878648638
1153	0.3878602532
1154	0.3876921355
1155	0.3875807296
1156	0.3873868322
1157	0.3871247452
1158	0.3869804896
1159	0.3869378265
1160	0.3866835734
1161	0.3865695561
1162	0.3864068563
1163	0.3863288436
1164	0.3862783641
1165	0.3861926057
1166	0.3860694587
1167	0.3858817934
1168	0.3856802179
1169	0.3856660069
1170	0.3855369727
1171	0.3854024019
1172	0.3853281266
1173	0.3852723974
1174	0.3851009403
1175	0.3849279855
1176	0.3846926022
1177	0.3845919756
1178	0.3845843328
1179	0.3844965784
1180	0.3841811591
1181	0.3840653685
1182	0.3837977672
1183	0.3837858677
1184	0.3835790036
1185	0.3833622458
1186	0.3831736117
1187	0.3830569325
1188	0.3830309955
1189	0.3828864074
1190	0.3828315902
1191	0.3826488419
1192	0.3824755301
1193	0.3824649891
1194	0.382282371
1195	0.3822030574
1196	0.3820407262
1197	0.381934676
1198	0.3817552293
1199	0.3815712302
1200	0.3815667978
1201	0.3813448728
1202	0.3812396886
1203	0.3810582817
1204	0.3809615273
1205	0.3806926472
1206	0.3806840561
1207	0.3806156741
1208	0.3804653205
1209	0.3803052574
1210	0.3802764348
1211	0.3801292586
1212	0.3800848626
1213	0.3798696075
1214	0.3796591502
1215	0.3796458856
1216	0.3795402434
1217	0.3794796087
1218	0.379275291
1219	0.3792411655
1220	0.3790714223
1221	0.3788675223
1222	0.3788586112
1223	0.3787504423
1224	0.378518479
1225	0.3783994178
1226	0.3783309511
1227	0.3781887769
1228	0.3781516184
1229	0.3780615769
1230	0.3778735381
1231	0.377786905
1232	0.3777772397
1233	0.3775810392
1234	0.3775698841
1235	0.3773202317
1236	0.377197598
1237	0.3770461888
1238	0.3769215864
1239	0.3767915602
1240	0.3766707243
1241	0.376575325
1242	0.3765324561
1243	0.3764846675
1244	0.3763217681
1245	0.3761996911
1246	0.3759432319
1247	0.3758433566
1248	0.3758130451
1249	0.3757915739
1250	0.3756348596
1251	0.3755128455
1252	0.3754345535
1253	0.375428884
1254	0.3754124998
1255	0.3751850972
1256	0.3751326587
1257	0.3750218139
1258	0.3749333831
1259	0.3747848366
1260	0.3746961616
1261	0.3746606488
1262	0.3745953781
1263	0.3745904412
1264	0.374580327
1265	0.3743727684
1266	0.3741207866
1267	0.3740886467
1268	0.3739006954
1269	0.3738995822
1270	0.3738742799
1271	0.3736692319
1272	0.3735080853
1273	0.3732751705
1274	0.373149702
1275	0.3729583832
1276	0.3727378724
1277	0.3727228683
1278	0.3726724679
1279	0.3725912613
1280	0.3725808412
1281	0.3723611669
1282	0.3721777435
1283	0.3721453938
1284	0.3721235883
1285	0.3719113383
1286	0.3716458457
1287	0.3714327737
1288	0.371289335
1289	0.371275143
1290	0.3712236481
1291	0.3709767712
1292	0.3709620214
1293	0.370804337
1294	0.3707887816
1295	0.3706982102
1296	0.3704670093
1297	0.370303054
1298	0.3702525782
1299	0.3700652467
1300	0.3700616041
1301	0.3700487252
1302	0.3699246599
1303	0.3696372869
1304	0.369554646
1305	0.3694428622
1306	0.3693891084
1307	0.3692778586
1308	0.369197966
1309	0.3691059407
1310	0.3690973357
1311	0.3688972227
1312	0.3687716128
1313	0.3685330297
1314	0.3681580789
1315	0.3681451377
1316	0.3680778103
1317	0.3679218331
1318	0.3679059963
1319	0.3677268148
1320	0.3675781971
1321	0.3672977265
1322	0.3671796587
1323	0.3670837911
1324	0.3670367556
1325	0.3668594846
1326	0.3667104787
1327	0.3666901069
1328	0.3666704612
1329	0.3665861103
1330	0.3664592402
1331	0.3661500088
1332	0.3661428154
1333	0.3659909286
1334	0.3657769803
1335	0.3656607315
1336	0.3654828039
1337	0.3652859413
1338	0.365096486
1339	0.3649627268
1340	0.3649539829
1341	0.3648938356
1342	0.3648434885
1343	0.3647924009
1344	0.3645711717
1345	0.3644298831
1346	0.3641934695
1347	0.3640684772
1348	0.3639237603
1349	0.3638190822
1350	0.3638104498
1351	0.3636005876
1352	0.3633879929
1353	0.3633344747
1354	0.3630557798
1355	0.3630213751
1356	0.3628857841
1357	0.3627633216
1358	0.3625967398
1359	0.3625055694
1360	0.3625014513
1361	0.3623278617
1362	0.3622110857
1363	0.361966247
1364	0.361888849
1365	0.3617772239
1366	0.3616739084
1367	0.3615354712
1368	0.3612481003
1369	0.3611784063
1370	0.361031198
1371	0.3609441057
1372	0.360849861
1373	0.3607286291
1374	0.3604673889
1375	0.3603728419
1376	0.3602036184
1377	0.3600709256
1378	0.3598712911
1379	0.3597794713
1380	0.3597344888
1381	0.3597293536
1382	0.3597153599
1383	0.3596186458
1384	0.3594553969
1385	0.3593527742
1386	0.3591659525
1387	0.3589567779
1388	0.3587323453
1389	0.358535209
1390	0.3584480917
1391	0.358206451
1392	0.3581582371
1393	0.358003181
1394	0.3579067543
1395	0.3577786106
1396	0.3576738216
1397	0.3576721016
1398	0.3574981027
1399	0.357465364
1400	0.3574591406
1401	0.3574530863
1402	0.3573343079
1403	0.3572402304
1404	0.3572208349
1405	0.3568908101
1406	0.3568263749
1407	0.356665898
1408	0.3565364205
1409	0.3565018695
1410	0.3564686232
1411	0.3564055707
1412	0.3563830719
1413	0.3562865973
1414	0.3562364322
1415	0.3562054339
1416	0.3562008863
1417	0.3560274606
1418	0.3558859703
1419	0.3555466597
1420	0.3554558431
1421	0.3552741063
1422	0.3552653449
1423	0.3551087869
1424	0.3549247
1425	0.3547738217
1426	0.3547722971
1427	0.3547039861
1428	0.3545440271
1429	0.3544087377
1430	0.3542281735
1431	0.354103506
1432	0.3538923574
1433	0.3537279923
1434	0.353505561
1435	0.353384594
1436	0.3531766541
1437	0.3530145843
1438	0.3529352475
1439	0.3527769559
1440	0.3526458173
1441	0.3526409455
1442	0.3525552267
1443	0.3525517599
1444	0.3525056464
1445	0.3524900142
1446	0.3524648205
1447	0.3523667259
1448	0.3521481468
1449	0.3520362032
1450	0.3520129703
1451	0.351762215
1452	0.351621686
1453	0.3514179444
1454	0.3512809141
1455	0.3511463314
1456	0.3511436265
1457	0.3510655848
1458	0.3509799925
1459	0.3508211499
1460	0.3505932054
1461	0.3504964492
1462	0.3503781749
1463	0.3500544517
1464	0.3498815753
1465	0.3498656921
1466	0.3496751252
1467	0.3495650455
1468	0.349436882
1469	0.3492184675
1470	0.3489756674
1471	0.3489013069
1472	0.3488325743
1473	0.3486827642
1474	0.3484484007
1475	0.3483731086
1476	0.3482089177
1477	0.3480540322
1478	0.3479929125
1479	0.347890248
1480	0.3477822842
1481	0.3476802897
1482	0.3476754
1483	0.3476171635
1484	0.3474056107
1485	0.347203751
1486	0.3470871668
1487	0.3470679516
1488	0.3470164447
1489	0.3468197763
1490	0.3467473537
1491	0.3466703953
1492	0.3465319848
1493	0.3464475797
1494	0.3463291323
1495	0.3461354572
1496	0.3461276452
1497	0.3459922768
1498	0.3459701533
1499	0.3458211852
1500	0.3457037834
1501	0.3456070117
1502	0.345504379
1503	0.3454944246
1504	0.3452782417
1505	0.3452147241
1506	0.3452116357
1507	0.3449709927
1508	0.3449324644
1509	0.3445875785
1510	0.3444870217
1511	0.3444257981
1512	0.344345766
1513	0.3442350066
1514	0.3441475456
