iter	RMSE
1515	0.3440847738
1516	0.3440791196
1517	0.3439317103
1518	0.3438338184
1519	0.3437478896
1520	0.34373864
1521	0.3434996897
1522	0.3434968589
1523	0.3434592465
1524	0.3434410404
1525	0.3432608515
1526	0.343135195
1527	0.3429682873
1528	0.3427793423
1529	0.3426270307
1530	0.3425516582
1531	0.3424955833
1532	0.3424943765
1533	0.3424144586
1534	0.3423334949
1535	0.3422451216
1536	0.3421710935
1537	0.3420740917
1538	0.3417472443
1539	0.3416978244
1540	0.3415089344
1541	0.341360936
1542	0.3412792776
1543	0.3411818883
1544	0.3410530372
1545	0.3410286755
1546	0.3409236581
1547	0.3407200568
1548	0.3406450151
1549	0.3405344586
1550	0.3402987975
1551	0.3402086193
1552	0.3400408657
1553	0.3399694243
1554	0.3398192524
1555	0.3396206629
1556	0.3396042421
1557	0.3395628472
1558	0.3394403623
1559	0.3393465066
1560	0.3391257053
1561	0.3391131631
1562	0.3390247177
1563	0.3389667654
1564	0.3389214886
1565	0.3389063915
1566	0.3387441913
1567	0.3387050269
1568	0.3385257264
1569	0.338278876
1570	0.338187374
1571	0.3380927666
1572	0.3380524834
1573	0.337991465
1574	0.3378921899
1575	0.3377224881
1576	0.3375503101
1577	0.3374802631
1578	0.3373565524
1579	0.3372422469
1580	0.3371103323
1581	0.3370955283
1582	0.336909539
1583	0.3365926818
1584	0.3364101563
1585	0.3363267738
1586	0.3362464888
1587	0.3360598588
1588	0.3359173291
1589	0.3359105085
1590	0.3359083956
1591	0.3357365342
1592	0.3355595478
1593	0.3354329001
1594	0.3352160546
1595	0.335185508
1596	0.3351828951
1597	0.3350914906
1598	0.3350360473
1599	0.3349641629
1600	0.3348769453
1601	0.3347447993
1602	0.3346609646
1603	0.3346252224
1604	0.3344986027
1605	0.334392096
1606	0.3342354262
1607	0.3340634077
1608	0.3338799051
1609	0.3337554576
1610	0.3336702756
1611	0.3335815005
1612	0.3335188818
1613	0.3334006558
1614	0.3333271579
1615	0.3332552094
1616	0.33312461
1617	0.3329764712
1618	0.3329506477
1619	0.3329431375
1620	0.332859736
1621	0.3327737096
1622	0.3327597079
1623	0.332567829
1624	0.3324844043
1625	0.3324260013
1626	0.3323157808
1627	0.3322718744
1628	0.3320568979
1629	0.3320409168
1630	0.3318651567
1631	0.3317333615
1632	0.3315326525
1633	0.3313490137
1634	0.3313407536
1635	0.3312726745
1636	0.3311063998
1637	0.3310131438
1638	0.3309631843
1639	0.3309502815
1640	0.3308469492
1641	0.3307987195
1642	0.3307804122
1643	0.3307410416
1644	0.3305457408
1645	0.3305335091
1646	0.3305054527
1647	0.3304994108
1648	0.3303740909
1649	0.3303665596
1650	0.3302985554
1651	0.3300952082
1652	0.3300877663
1653	0.3300182015
1654	0.3299898586
1655	0.3298905453
1656	0.3298562703
1657	0.3298293246
1658	0.3295172822
1659	0.3294425065
1660	0.3293849893
1661	0.3291924545
1662	0.3291713447
1663	0.3290007015
1664	0.328823174
1665	0.3286687919
1666	0.3285591505
1667	0.3284953277
1668	0.3284531756
1669	0.3283955622
1670	0.3281938774
1671	0.3280192647
1672	0.3279297899
1673	0.3277026551
1674	0.3276915596
1675	0.3276691258
1676	0.3275807548
1677	0.3275698858
1678	0.3274943977
1679	0.3274836576
1680	0.327361057
1681	0.3273590076
1682	0.3272596275
1683	0.3271358988
1684	0.3271056232
1685	0.3268811489
1686	0.3267903644
1687	0.3266510346
1688	0.3265554917
1689	0.3264522065
1690	0.3263114502
1691	0.3261888702
1692	0.3261196395
1693	0.3261011793
1694	0.3259327508
1695	0.3258608548
1696	0.3257494117
1697	0.3255546489
1698	0.3255433283
1699	0.3254003348
1700	0.3252702638
1701	0.3251370763
1702	0.3251020256
1703	0.324920654
1704	0.3247975351
1705	0.3246807027
1706	0.3245296961
1707	0.3244565118
1708	0.3244240212
1709	0.3242708412
1710	0.324049322
1711	0.3239261703
1712	0.3238439556
1713	0.3238362711
1714	0.3237438168
1715	0.3236134325
1716	0.323608429
1717	0.3234792765
1718	0.3234531641
1719	0.3232370763
1720	0.323067218
1721	0.3230104887
1722	0.3229610674
1723	0.3229031643
1724	0.3228932591
1725	0.3226522519
1726	0.3225473033
1727	0.3223178549
1728	0.3222819541
1729	0.3222246542
1730	0.3220620326
1731	0.3218655798
1732	0.3217760346
1733	0.3216424973
1734	0.3214735619
1735	0.3214213958
1736	0.3213897567
1737	0.321287146
1738	0.3211352907
1739	0.3209823194
1740	0.3208772145
1741	0.3208401067
1742	0.3207819786
1743	0.3207691107
1744	0.3207611669
1745	0.3207572829
1746	0.3206352986
1747	0.3204297367
1748	0.3202644072
1749	0.3202079018
1750	0.3202045741
1751	0.3201764787
1752	0.3199874212
1753	0.3199038114
1754	0.3197791078
1755	0.3197083137
1756	0.3196816818
1757	0.319575279
1758	0.3194956518
1759	0.3194649108
1760	0.3192757079
1761	0.3191747082
1762	0.3191527572
1763	0.3190502419
1764	0.3188926474
1765	0.3188377256
1766	0.318622799
1767	0.3184603776
1768	0.3182834651
1769	0.3182207631
1770	0.3180268453
1771	0.3179851937
1772	0.3178952746
1773	0.317837113
1774	0.3176462938
1775	0.3176145717
1776	0.3175581366
1777	0.3175247324
1778	0.3174733433
1779	0.3173848204
1780	0.3173218649
1781	0.3172535973
1782	0.3172023386
1783	0.3170582349
1784	0.3169586133
1785	0.3169036742
1786	0.3168330889
1787	0.3166939463
1788	0.3165690568
1789	0.3164378142
1790	0.3164176203
1791	0.3163765785
1792	0.3161999188
1793	0.3161933403
1794	0.3160303282
1795	0.315812448
1796	0.315804274
1797	0.3156203262
1798	0.3154371599
1799	0.3151892818
