level,split,feature_set,engine,family,tweedie_power,config_id,seed,severity_mode,calibration,tail_mapper,fold_id,n_valid,rmse_prime,auc_freq,brier_freq,rmse_sev_pos,q99_ratio_pos,run_id,rmse_gap_secondary,rmse_gap_aux,pred_q99_test,pred_q90_test,pred_q99_oof_primary,q99_test_over_oof_primary,distribution_collapse_flag,tail_dispersion_flag
run,primary_time,base_v2,catboost,two_part_tweedie,1.5,cb_v2_c2,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,560.9673635494803,0.6472606881455827,0.05414058927181195,2311.901823224527,1.2900076203708812,base_v2|catboost|two_part_tweedie|1.5|cb_v2_c2|42|weighted_tail|none|piecewise_monotone_safe,,,308.0238438159465,191.71055754600718,642.9441294657589,0.4790833755211243,1,1
run,primary_time,base_v2,catboost,two_part_classic,1.5,cb_v2_c3,42,classic,none,piecewise_monotone_safe,-1,40000,557.699979237501,0.6472650447529363,0.05414129223771122,2218.1780805061376,1.3461645351876574,base_v2|catboost|two_part_classic|1.5|cb_v2_c3|42|classic|none|piecewise_monotone_safe,,,428.9767565080457,210.07448561362386,573.1214952898863,0.7484918294524413,0,1
run,primary_time,base_v2,catboost,two_part_classic,1.5,cb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,556.0147987996983,0.6472650447529363,0.05414129223771122,2349.7584354800033,1.1084423149352831,base_v2|catboost|two_part_classic|1.5|cb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,,,431.05191335527996,209.9930254249432,599.9359796866289,0.7184965195460289,0,1
run,primary_time,base_v2,catboost,two_part_tweedie,1.3,cb_v2_c3,42,classic,none,piecewise_monotone_safe,-1,40000,555.0499884524536,0.6472650447529363,0.05414129223771122,2256.8220901634954,1.3452199838138899,base_v2|catboost|two_part_tweedie|1.3|cb_v2_c3|42|classic|none|piecewise_monotone_safe,,,377.05162138870634,200.3360896364248,587.9455807411214,0.6413036065572982,0,1
run,primary_time,base_v2,catboost,two_part_tweedie,1.5,cb_v2_c3,42,classic,none,piecewise_monotone_safe,-1,40000,562.2434736319125,0.6472650447529363,0.05414129223771122,2261.3393660849156,1.3156943558029028,base_v2|catboost|two_part_tweedie|1.5|cb_v2_c3|42|classic|none|piecewise_monotone_safe,,,387.3565705223372,200.88286756205045,594.8857992367094,0.6511444230461537,0,1
run,primary_time,base_v2,catboost,two_part_tweedie,1.3,cb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,567.2891939990327,0.6472650447529363,0.05414129223771122,2322.1581403637965,1.236074216664909,base_v2|catboost|two_part_tweedie|1.3|cb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,,,363.6669755001132,198.02469466474201,673.1288160808615,0.5402635674067275,1,1
run,primary_time,base_v2,catboost,two_part_tweedie,1.5,cb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,562.2333032781478,0.6472650447529363,0.05414129223771122,2285.207689875585,1.1458457876162296,base_v2|catboost|two_part_tweedie|1.5|cb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,,,332.984848983983,201.62933449510805,638.3635867277006,0.521622561040626,1,1
run,primary_time,base_v2,lightgbm,two_part_classic,1.5,lgb_v2_c1,42,classic,none,piecewise_monotone_safe,-1,40000,557.0680663395075,0.636379572157043,0.05437191065352206,2410.10889083474,1.3299831974924978,base_v2|lightgbm|two_part_classic|1.5|lgb_v2_c1|42|classic|none|piecewise_monotone_safe,,,469.92448334727555,228.9503169346422,553.6041305185254,0.848845695763013,0,0
run,primary_time,base_v2,lightgbm,two_part_classic,1.5,lgb_v2_c1,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,557.6707485585259,0.636379572157043,0.05437191065352206,2231.568455323042,1.3909046019500237,base_v2|lightgbm|two_part_classic|1.5|lgb_v2_c1|42|weighted_tail|none|piecewise_monotone_safe,,,527.2265575568982,225.06022885591682,571.9057607347106,0.9218766337999214,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.3,lgb_v2_c1,42,classic,none,piecewise_monotone_safe,-1,40000,557.5936443500262,0.636379572157043,0.05437191065352206,2231.260464822685,1.261443191475722,base_v2|lightgbm|two_part_tweedie|1.3|lgb_v2_c1|42|classic|none|piecewise_monotone_safe,,,550.6509772123507,229.63583453954905,558.8055042325873,0.9854072177913936,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c1,42,classic,none,piecewise_monotone_safe,-1,40000,554.7719588298851,0.636379572157043,0.05437191065352206,2132.8248346043006,1.1492158179666179,base_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c1|42|classic|none|piecewise_monotone_safe,,,537.7690947741268,227.35094186782428,546.9849187984709,0.9831515939331783,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.3,lgb_v2_c1,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,554.4792247783774,0.636379572157043,0.05437191065352206,2135.6211220564965,1.1168568025757906,base_v2|lightgbm|two_part_tweedie|1.3|lgb_v2_c1|42|weighted_tail|none|piecewise_monotone_safe,,,535.7655950956429,232.59503654672358,540.5736483744024,0.9911056462089519,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c1,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,560.9287162124614,0.636379572157043,0.05437191065352206,2226.981114377095,1.3689997874735762,base_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c1|42|weighted_tail|none|piecewise_monotone_safe,,,560.5874444794279,230.67842053530777,578.2165510075108,0.9695112384843271,0,0
run,primary_time,base_v2,lightgbm,two_part_classic,1.5,lgb_v2_c2,42,classic,none,piecewise_monotone_safe,-1,40000,558.2452520362025,0.6328722018011466,0.05437082302422668,2316.3106222508627,1.3112077930804669,base_v2|lightgbm|two_part_classic|1.5|lgb_v2_c2|42|classic|none|piecewise_monotone_safe,,,456.4492318473407,204.1725026774632,582.1540936484685,0.7840694359575625,0,0
run,primary_time,base_v2,lightgbm,two_part_classic,1.5,lgb_v2_c2,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,553.0112326212598,0.6328722018011466,0.05437082302422668,2156.322494645528,1.1193490358022984,base_v2|lightgbm|two_part_classic|1.5|lgb_v2_c2|42|weighted_tail|none|piecewise_monotone_safe,,,440.90837792080697,198.75674591380252,528.9451247232065,0.8335616632283575,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.3,lgb_v2_c2,42,classic,none,piecewise_monotone_safe,-1,40000,554.0758918218759,0.6328722018011466,0.05437082302422668,2142.048051058525,1.2516256848922458,base_v2|lightgbm|two_part_tweedie|1.3|lgb_v2_c2|42|classic|none|piecewise_monotone_safe,,,450.4908854002443,199.23599824000954,525.9903826293303,0.856462209723916,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c2,42,classic,none,piecewise_monotone_safe,-1,40000,554.0637838879784,0.6328722018011466,0.05437082302422668,2225.9391902458037,1.2281231508330208,base_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c2|42|classic|none|piecewise_monotone_safe,,,444.53438218184084,199.20288055941296,527.5205980215562,0.8426863023909366,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.3,lgb_v2_c2,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,552.6716460571042,0.6328722018011466,0.05437082302422668,2147.541390439193,1.100397500733119,base_v2|lightgbm|two_part_tweedie|1.3|lgb_v2_c2|42|weighted_tail|none|piecewise_monotone_safe,,,442.9722084399561,202.01542864245488,525.8585809336836,0.8423789674658169,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c2,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,555.5922228316401,0.6328722018011466,0.05437082302422668,2253.9829856653596,1.2357929365474867,base_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c2|42|weighted_tail|none|piecewise_monotone_safe,,,459.42745826975624,201.40089471723888,548.3368853054784,0.8378561985918734,0,0
run,primary_time,base_v2,lightgbm,two_part_classic,1.5,lgb_v2_c3,42,classic,none,piecewise_monotone_safe,-1,40000,558.9257912731193,0.6393738695286415,0.05431552987029231,2297.2025715908835,1.5014829285841322,base_v2|lightgbm|two_part_classic|1.5|lgb_v2_c3|42|classic|none|piecewise_monotone_safe,,,477.9452110891032,210.7710721607663,581.2435898401303,0.8222803992050234,0,0
run,primary_time,base_v2,lightgbm,two_part_classic,1.5,lgb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,555.9810005863984,0.6393738695286415,0.05431552987029231,2186.839815793314,1.2378530403010013,base_v2|lightgbm|two_part_classic|1.5|lgb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,,,460.36340486576944,210.10643308407697,547.977872433256,0.8401131286954328,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.3,lgb_v2_c3,42,classic,none,piecewise_monotone_safe,-1,40000,557.8875871521292,0.6393738695286415,0.05431552987029231,2295.53683762018,1.1595562058947115,base_v2|lightgbm|two_part_tweedie|1.3|lgb_v2_c3|42|classic|none|piecewise_monotone_safe,,,459.57468831753533,208.24417233170294,548.1965306387605,0.8383392864271456,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,classic,none,piecewise_monotone_safe,-1,40000,555.3608381471843,0.6393738695286415,0.05431552987029231,2137.26005631467,1.1705195432461444,base_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|classic|none|piecewise_monotone_safe,,,465.47579704440403,207.74635937159124,554.4079914086855,0.8395907062264467,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.3,lgb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,553.1120664608383,0.6393738695286415,0.05431552987029231,2262.474813171157,1.1104520105226445,base_v2|lightgbm|two_part_tweedie|1.3|lgb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,,,470.8041903145785,217.4264129911199,534.7769878524293,0.8803748123217597,0,0
run,primary_time,base_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,552.8186401447227,0.6393738695286415,0.05431552987029231,2126.511180852923,1.1208604828797295,base_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,,,462.0210720179423,209.95404417229778,532.7378602638655,0.8672578137943919,0,0
run,primary_time,base_v2,xgboost,two_part_classic,1.5,xgb_v2_c1,42,classic,none,piecewise_monotone_safe,-1,40000,562.6831770625921,0.6415863776918771,0.05422365416075911,2205.7316776099306,1.3145540824298232,base_v2|xgboost|two_part_classic|1.5|xgb_v2_c1|42|classic|none|piecewise_monotone_safe,,,991.655506813722,263.11636338609543,569.1249662122085,1.7424213761235092,0,0
run,primary_time,base_v2,xgboost,two_part_classic,1.5,xgb_v2_c1,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,555.9192632746707,0.6415863776918771,0.05422365416075911,2114.8209478656586,1.112780896801375,base_v2|xgboost|two_part_classic|1.5|xgb_v2_c1|42|weighted_tail|none|piecewise_monotone_safe,,,619.0844142230333,243.52869092993066,544.834905423499,1.1362789132275222,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.3,xgb_v2_c1,42,classic,none,piecewise_monotone_safe,-1,40000,560.2820106014879,0.6415863776918771,0.05422365416075911,2227.6065718339846,1.1528436572354155,base_v2|xgboost|two_part_tweedie|1.3|xgb_v2_c1|42|classic|none|piecewise_monotone_safe,,,725.9505311639138,249.0586948425441,580.6785301223579,1.250176291193244,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.5,xgb_v2_c1,42,classic,none,piecewise_monotone_safe,-1,40000,563.2478744881154,0.6415863776918771,0.05422365416075911,2223.3625349204312,1.2035681930099704,base_v2|xgboost|two_part_tweedie|1.5|xgb_v2_c1|42|classic|none|piecewise_monotone_safe,,,734.359059857913,242.57515752729836,577.9025456023696,1.2707316578653636,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.3,xgb_v2_c1,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,559.4937120904261,0.6415863776918771,0.05422365416075911,2227.8646713465305,1.1979637445266504,base_v2|xgboost|two_part_tweedie|1.3|xgb_v2_c1|42|weighted_tail|none|piecewise_monotone_safe,,,514.6771070300803,223.4564775562649,574.8836869406917,0.8952717196916692,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.5,xgb_v2_c1,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,562.3577917692276,0.6415863776918771,0.05422365416075911,2205.359649728996,1.2463681875299,base_v2|xgboost|two_part_tweedie|1.5|xgb_v2_c1|42|weighted_tail|none|piecewise_monotone_safe,,,526.5368495429033,221.88418264849108,593.1716822895219,0.8876634965286581,0,0
run,primary_time,base_v2,xgboost,two_part_classic,1.5,xgb_v2_c2,42,classic,none,piecewise_monotone_safe,-1,40000,566.9889518793041,0.6459513570115284,0.05415283110112719,2620.753959933678,1.2690691619471584,base_v2|xgboost|two_part_classic|1.5|xgb_v2_c2|42|classic|none|piecewise_monotone_safe,,,582.4107617456,253.7682709622324,601.0556651688049,0.9689797393092227,0,0
run,primary_time,base_v2,xgboost,two_part_classic,1.5,xgb_v2_c2,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,557.7295449659398,0.6459513570115284,0.05415283110112719,2262.740090739075,1.3643317871972551,base_v2|xgboost|two_part_classic|1.5|xgb_v2_c2|42|weighted_tail|none|piecewise_monotone_safe,,,674.8758029481118,253.7903444157236,577.790245786591,1.1680290691466255,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.3,xgb_v2_c2,42,classic,none,piecewise_monotone_safe,-1,40000,559.098925900349,0.6459513570115284,0.05415283110112719,2392.8758898235737,1.2123905000645905,base_v2|xgboost|two_part_tweedie|1.3|xgb_v2_c2|42|classic|none|piecewise_monotone_safe,,,602.0205166429463,250.51106485441932,542.8500899680756,1.1089995705413818,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.5,xgb_v2_c2,42,classic,none,piecewise_monotone_safe,-1,40000,560.0265387903585,0.6459513570115284,0.05415283110112719,2369.833134480607,1.208604201569706,base_v2|xgboost|two_part_tweedie|1.5|xgb_v2_c2|42|classic|none|piecewise_monotone_safe,,,641.6674858256749,240.9136755526669,573.1498124574061,1.119545835799014,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.3,xgb_v2_c2,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,556.4062041771424,0.6459513570115284,0.05415283110112719,2168.991993280985,1.3720197233754616,base_v2|xgboost|two_part_tweedie|1.3|xgb_v2_c2|42|weighted_tail|none|piecewise_monotone_safe,,,527.4154272831197,226.25025320600685,578.3999822045425,0.9118524265386424,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.5,xgb_v2_c2,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,562.409837301755,0.6459513570115284,0.05415283110112719,2258.927766941524,1.207228618420011,base_v2|xgboost|two_part_tweedie|1.5|xgb_v2_c2|42|weighted_tail|none|piecewise_monotone_safe,,,526.6829067359635,225.7228644391773,578.034466013658,0.9111617692421802,0,0
run,primary_time,base_v2,xgboost,two_part_classic,1.5,xgb_v2_c3,42,classic,none,piecewise_monotone_safe,-1,40000,557.4927237179774,0.640979432900307,0.05422028104712744,2256.9799366169173,1.1691242062969254,base_v2|xgboost|two_part_classic|1.5|xgb_v2_c3|42|classic|none|piecewise_monotone_safe,,,962.8561346533301,280.0862969313351,560.581896637806,1.7176011933818027,0,0
run,primary_time,base_v2,xgboost,two_part_classic,1.5,xgb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,569.0734707869755,0.640979432900307,0.05422028104712744,2293.5176478249505,1.4214330851162071,base_v2|xgboost|two_part_classic|1.5|xgb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,,,821.5440629335552,263.36399762634824,589.2698317436877,1.3941729555415265,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.3,xgb_v2_c3,42,classic,none,piecewise_monotone_safe,-1,40000,563.0118881360777,0.640979432900307,0.05422028104712744,2302.09247343806,1.209212347503734,base_v2|xgboost|two_part_tweedie|1.3|xgb_v2_c3|42|classic|none|piecewise_monotone_safe,,,740.0709602829398,250.0987552991173,559.5420227321418,1.3226369606152333,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.5,xgb_v2_c3,42,classic,none,piecewise_monotone_safe,-1,40000,562.5816312155262,0.640979432900307,0.05422028104712744,2286.644657011164,1.1898592945084978,base_v2|xgboost|two_part_tweedie|1.5|xgb_v2_c3|42|classic|none|piecewise_monotone_safe,,,687.4447746227426,247.83918706091336,557.3552673245424,1.2334050020244096,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.3,xgb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,562.4449449529925,0.640979432900307,0.05422028104712744,2249.254542713664,1.2434740066411034,base_v2|xgboost|two_part_tweedie|1.3|xgb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,,,542.5988302668299,231.2296750639916,578.1155567400939,0.9385646588139965,0,0
run,primary_time,base_v2,xgboost,two_part_tweedie,1.5,xgb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,559.0333746482828,0.640979432900307,0.05422028104712744,2299.4538473584184,1.2480821171167091,base_v2|xgboost|two_part_tweedie|1.5|xgb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,,,551.4875363477206,231.2628804961669,579.7569372859579,0.9512392191966239,0,0
