level,split,feature_set,engine,family,tweedie_power,config_id,seed,severity_mode,calibration,tail_mapper,fold_id,n_valid,rmse_prime,auc_freq,brier_freq,rmse_sev_pos,q99_ratio_pos,run_id,rmse_gap_secondary,rmse_gap_aux,pred_q99_test,pred_q90_test,pred_q99_oof_primary,q99_test_over_oof_primary,distribution_collapse_flag,tail_dispersion_flag
run,primary_time,robust_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,weighted_tail,isotonic,piecewise_monotone_safe,-1,40000,552.0518336494339,0.6037841980596057,0.05457055079558836,2182.0560408926926,1.2204814834665336,robust_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|weighted_tail|isotonic|piecewise_monotone_safe,-1.1947187516750546,1.1964526918653746,407.59941774687434,207.88007037928074,488.2114642519526,0.834882930025837,0,0
run,secondary_group,robust_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,50000,551.3561753788325,0.6418554273963897,0.054245574587373245,2030.5174552199246,1.1130472617869194,robust_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,-0.5937692996124042,1.9910490339848366,427.27527445088555,197.99603162185846,497.8380559850655,0.8582615758561118,0,0
run,secondary_group,robust_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,weighted_tail,isotonic,piecewise_monotone_safe,-1,50000,550.8571148977588,0.6381141404921358,0.054239250238039334,2030.5174552199246,1.1130472617869194,robust_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|weighted_tail|isotonic|piecewise_monotone_safe,-1.1947187516750546,1.1964526918653746,416.1965677629069,202.78031984656334,488.2114642519526,0.8524924100268961,0,0
run,aux_blocked5,robust_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,50000,553.9409937124298,0.6372366865446428,0.05431222386649146,2139.719165952958,1.1294805430283799,robust_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,-0.5937692996124042,1.9910490339848366,418.09874471703785,194.54974226984535,497.8380559850655,0.8398288151952374,0,0
run,aux_blocked5,robust_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,weighted_tail,isotonic,piecewise_monotone_safe,-1,50000,553.2482863412993,0.634317939222146,0.0542937935843751,2139.719165952958,1.1294805430283799,robust_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|weighted_tail|isotonic|piecewise_monotone_safe,-1.1947187516750546,1.1964526918653746,408.1747710184914,200.93656721172565,488.2114642519526,0.836061421957604,0,0
run,primary_time,compact_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,40000,552.442349895805,0.6103019784093364,0.054566230369700056,2241.608068648947,1.1982868506094064,compact_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,1.4059827828307334,0.27562696909831175,403.58091536557237,196.2373282694338,516.2578660581632,0.7817428883884622,0,0
run,primary_time,compact_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,weighted_tail,isotonic,piecewise_monotone_safe,-1,40000,553.0560967719158,0.6053500742170244,0.05452902821948869,2241.608068648947,1.1982868506094064,compact_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|weighted_tail|isotonic|piecewise_monotone_safe,-0.47883305671075505,-0.8278103009865845,407.66437039194443,206.3315105934197,509.8061668545082,0.7996458201108547,0,0
run,secondary_group,compact_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,50000,553.8483326786358,0.6438432699150074,0.054258940649107495,2111.3307968065506,1.2285818424942192,compact_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,1.4059827828307334,0.27562696909831175,447.1607704688514,199.43211983026072,516.2578660581632,0.8661577863851335,0,0
run,secondary_group,compact_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,weighted_tail,isotonic,piecewise_monotone_safe,-1,50000,552.577263715205,0.6403418565617982,0.05422830882695008,2111.3307968065506,1.2285818424942192,compact_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|weighted_tail|isotonic|piecewise_monotone_safe,-0.47883305671075505,-0.8278103009865845,432.2167476331816,200.4405393658067,509.8061668545082,0.8478060402837976,0,0
run,aux_blocked5,compact_v2,lightgbm,two_part_tweedie,1.5,lgb_v2_c3,42,weighted_tail,none,piecewise_monotone_safe,-1,50000,552.7179768649033,0.6371399529453348,0.0542827022121098,2124.6413988685313,1.1264755303316905,compact_v2|lightgbm|two_part_tweedie|1.5|lgb_v2_c3|42|weighted_tail|none|piecewise_monotone_safe,1.4059827828307334,0.27562696909831175,419.55612631477,193.9192124581322,516.2578660581632,0.8126871354392138,0,0
