level,split,engine,config_id,seed,severity_mode,calibration,fold_id,rmse_prime,auc_freq,brier_freq,rmse_sev_pos,q99_ratio_pos,n_valid,run_id,rmse_prime_secondary,q99_ratio_secondary,rmse_gap_secondary_minus_primary
run,primary_time,catboost,cb_c1,42,classic,none,-1,542.6725580680649,0.6506933307416638,0.0541002079035864,1476.7227186220146,0.3095628141561833,40000.0,catboost|cb_c1|42|classic|none,542.01752044283,0.3320693160793954,-0.6550376252348542
run,primary_time,lightgbm,lgb_c1,42,classic,isotonic,-1,545.3930745910484,0.559066473001251,0.0550000206474793,1531.682148266708,0.4386200508636523,40000.0,lightgbm|lgb_c1|42|classic|isotonic,544.2859193057092,0.4076709708816639,-1.1071552853392177
run,primary_time,xgboost,xgb_c1,42,classic,isotonic,-1,544.7669706576949,0.584789970120726,0.054695087237631,1519.8669148337171,0.4051621305719078,40000.0,xgboost|xgb_c1|42|classic|isotonic,543.9054575913184,0.3760334178598425,-0.8615130663764603
